Employee ID,Name,Email Address,Phone No.,Gender,City,Department,Joining Date,Last Review Date,Salary (INR),Monthly Revenue,Is Active?,Performance Rating,Product Sold,Units_Sold,Discount %
EMP9952,Aditya Reddy,aditya.reddy@yahoo.com,5702793714,F,Mumbai,Sales,17-Dec-23,2020-06-23,159130,8415.03,TRUE,5,Tablet,75,45%
EMP6997,Vikram,vikramcompany.in,2927318683,male,Pune,operations,2023/08/08,09 Apr 2021, 48716 ,none,inactive,10,Speaker,13,58%
EMP8105,Ananya Pillai,ananya.pillai@outlook.com,1518260688,female,Lucknow,Finance,23 Mar 2024,2020/08/28,"$72,169",,Active,2,Smartwatch,18,7%
EMP5835,Rahul Singh,rahul.singh@@yahoo.com,+910571983863,FEMALE,Hyderabad,MKTG,03.05.2022,20-04-2020,78238,39155.78,inactive,8,Headphones,494,28%
EMP8245,Meera Nair,meera.nair@hotmail.com,0335211039,FEMALE,na,SALES,na,24 Feb 2024,162171,27665.6,?,1,Laptop,31,50%
EMP8410,Siddharth Chopra,siddharth.chopra@company.in,7555628333,Woman,Jaipur,marketing,"August 11, 2023",16-Oct-20,195980%,45281.47,NO,2,Tablet,480,11%
EMP3436,rajesh pandey,rajesh.pandey@yahoo.com,6043260931,MALE,Bangalore,engineering,22-May-22,24-05-2022, 95581 ,47178.44,True,1,Camera,242,38%
EMP1741,Aditya Nair,aditya.nair@gmail.com,(459) 779-4523,FEMALE,Mumbai,Marketting,06-02-2020,2020/01/28,145628,43504.64,N,5,Speaker,45,0%
EMP1917,Aarav Patel,aarav.patel@hotmail.com,(149) 150-7628,WOMAN,Delhi,Sls,24 Jan 2022,07-07-2021,140513%,(14434.3),N,4,Speaker,306,1%
EMP7187,vikram verma,vikram.verma@@yahoo.com,,Female,Lucknow,Enginering,11/29/2023,2020-02-14,119246.00 INR,24802.39,,3,Camera,134,10%
EMP6589,Rohit Sharma,rohit.sharma@hotmail.com,(975) 191-0231,female,na,Eng,04/12/2020,04 Jul 2023,76720,25017.37,ACTIVE,1,Laptop,N/A,56%
EMP8989,Kiran Shah,kiran.shah@yahoo.com,+91-53038-56770,female,Jaipur,operations,"February 28, 2024",2023/03/13, 124226 ,32840.16,NO,2,Camera,177,30%
EMP4706,  Aditya Patel  ,aditya.patel@outlook.com,2115869380,woman,Ahmedabad,Fin,"September 02, 2022",02-01-2024,160480,34037.98,T,2,Headphones,217,43%
EMP9637,siddharth shah,siddharth.shah@company.in,,f,Lucknow,Ops,2021-02-22,12-Mar-21, 25111 ,$49060.12,y,4,Laptop,185,17%
EMP3400,Neha Iyer,neha.iyer@gmail.com,0682122,man,Pune,SALES,09-Jan-23,"November 07, 2023",64410,26380.45,Active,5,Monitor,489,none
EMP7180,Siddharth Sharma,siddharth.sharma@yahoo.com,6821719553,other,Lucknow,sales,25-04-2022,31 Jan 2020,"$45,083",22208.52 USD,Active,2,Tablet,246,42%
EMP2564,Siddharth Chopra,siddharth.chopra@gmail.com,40281 82238,OTHER,Delhi,Mktg,09.03.2020,23-May-20,110134,23644.66,1,2,Headphones,233,N/A
EMP6956,sneha chopra,sneha.chopra@outlook.com,1082555989,f,Mumbai,sales,07/13/2023,02 Sep 2023,141855,4206.54,ACTIVE,2,Tablet,N/A,45%
EMP4218,"Patel, Divya",patel.divya@company.in,N/A,female,Ahmedabad,Ops,21-Apr-23,2021-05-30,154133,16767.65,active,5,Smartwatch,258,28%
EMP1052,Rohit Bose,rohit.bose@company.in,(893) 206-4969,M,Bangalore,HumanResources,20-Sep-22,14.03.2022,"$102,441",6062.19,No,4,Speaker,238,42%
EMP8904,Siddharth Gupta,SIDDHARTH.GUPTA@YAHOO.COM,87449 56213,F,Jaipur,marketing,01-02-2023,26-07-2023,63096% ,$30212.15,yes,1,Speaker,267,38%
EMP5309,Sneha Mishra,sneha.mishra@gmail.com,(643) 502-3850,Male,Mumbai,Marketting,02/23/2024,2022/09/07,"$35,942",₹25081.54,Y,2,,N/A,55%
EMP1692,Lakshmi Mehta,lakshmi.mehta@company.in,(674) 809-5739,Man,Jaipur,sales,unknown,"June 17, 2023",195570,42902.37,na,5,Tablet,144,55%
EMP2612,Divya Reddy,divya.reddy@gmail.com,0835354443,not specified,Chennai,SALES,31.07.2021,2022-04-07,"$196,785",32877.51,NaN,2,Monitor,237,5%
EMP9245,Lakshmi Joshi,lakshmi.joshi@hotmail.com,4325122572,woman,Delhi,HR,15-12-2020,28-08-2022,89883%,$2736.24,No,Bad,Mobile,412,28%
EMP4248,Lakshmi Iyer,lakshmi.iyeroutlook.com,(206) 969-4215,Female,Kolkata,MKTG,30 Aug 2020,"January 25, 2021",154543.00 INR,₹21849.78,Yes,7,Speaker,15,16%
EMP8814,RAJESH SINGH,,0422711332,Man,Delhi,Human Resources,2022-01-07,2023-12-30,-,47921.77,,N/A,Smartwatch,497,57%
EMP7143,"Joshi, Suresh",joshi.suresh@yahoo.com,0000000000,female,Kolkata,Human Resources,2020-09-23,04-Aug-20,-,31572.95,F,2,Mobile,,41%
EMP8130,Siddharth Rao,siddharth.rao@hotmail.com,2723865624,F,na,sales,17-Jan-24,10/05/2020,134014,44732.33,unknown,5,Monitor,116,38%
EMP5974,Rahul Iyer,rahul.iyer@outlook.com,5557469660,man,Delhi,marketing,09 Feb 2020,"January 07, 2024","$122,904",21661.17,INACTIVE,2,Monitor,55,10%
EMP7247,Suresh Mishra,suresh.mishra@@company.in,N/A,MALE,Chennai,Oprns,01/26/2020,15.09.2023,71867%,$1354.7,yes,5,Laptop,41,39%
EMP3978,rohit nair,rohit.nair@hotmail.com,+91-51295-92728,Female,Jaipur,SALES,08/19/2021,2021/01/04,Rs.155456,8185.0,Y,5,Monitor,343,21%
EMP8715,"Joshi, Vikram",joshi.vikram@outlook.com,+91-15958-41749,Male,Delhi,Engineering,11/17/2022,02/04/2023,100151,5394.65,Yes,4,Laptop,131,13%
EMP5747,Aarav Das,aarav.das@hotmail.com,1864482217,Non-binary,Bangalore,FINANCE,04.11.2022,2020/01/24,31735/-,2817.71,true,Bad,Speaker,154,5%
EMP7528,Arjun Rao,arjun.rao@company.in,5510762091,m,Lucknow,OPERATIONS,2022-11-20,??,36994,36922.75,Y,5,Camera,477,30%
EMP4325,Siddharth Mishra,,+91-63466-92548,FEMALE,Pune,Engg.,25-Mar-20,2021-11-19,138378.00 INR,,TRUE,3,Camera,151,32%
EMP5775,Aditya Mishra,aditya.mishra@yahoo.com,N/A,male,Kolkata,FINANCE,01/07/2020,05-Jun-21,-,14216.04,True,4,Monitor,161,11%
EMP8568,Kavya Verma,N/A,+91-92071-15238,M,Lucknow,Ops,18.05.2020,12/10/2022,153144,34476.57,T,4,Camera,282,37%
EMP9031,RAJESH RAO,rajesh.rao@gmail.com,+915726284987,FEMALE,Bangalore,SALES,12 Jul 2022,2023-03-13,154579,₹9501.07,no,5,Smartwatch,265,5%
EMP4781,aditya kumar,aditya.kumar@yahoo.com,0000000000,male,Jaipur,MKTG,"February 17, 2021","October 01, 2022",,$47652.73,true,3,Monitor,17,42%
EMP7784,Lakshmi Rao,lakshmi.rao@yahoo.com,,male,Delhi,H R,26-01-2020,18-Mar-21,34072,$8997.43,YES,5,Mobile,254,7%
,"Mehta, Aarav",mehta.aarav@hotmail.com,8605210262,man,Lucknow,Sales,2023/01/19,01.06.2021,"$83,049",43924.36,active,na,Headphones,378,53%
EMP6377,divya nair,divya.nair@hotmail.com,(973) 988-9413,?,Hyderabad,Ops,23-Aug-20,07.09.2022, 160940 ,14709.74,yes,5,Tablet,,N/A
EMP7484,"Bose, Kiran",bose.kiran@gmail.com,(470) 681-0390,Female,Mumbai,finance,2022/11/08,07-11-2020,188261/-,28035.0,1,8,Camera,202,18%
EMP4893,Lakshmi Bose,lakshmi.bose@outlook.com,0000000000,F,Hyderabad,finance,2021-05-07,09/30/2023,"$119,530",26539.94,unknown,4,,192,1%
EMP7347,Rohit Kumar,ROHIT.KUMAR@COMPANY.IN,+917252145264,man,Pune,Operations,26-Nov-21,,40964 ,none,y,3,Laptop,291,54%
EMP6209,Arjun Nair,arjun.nair@company.in,(099) 768-3890,female,Kolkata,Engg.,11-06-2020,"October 18, 2022",Rs.123500,2376.38,N,8,Camera,390,N/A
EMP5740,  Siddharth Gupta  ,,0000000000,Woman,Jaipur,Mktg,07-Apr-22,09-Aug-21,71563.00 INR,665.2,inactive,1,Speaker,211,1%
EMP5182,Meera Pandey,meera.pandey@company.in,(862) 376-0088,Male,Bangalore,Marketting,06/30/2020,"October 01, 2022",Rs.173702,$22140.57,ACTIVE,10,Headphones,493,8%
EMP1157,Divya Verma,divya.verma@outlook.com,6413836702,m,Jaipur,marketing,07/27/2022,2022/11/01,"$128,376",28607.13,N/A,3,Speaker,377,28%
EMP5881,Deepa Pillai,deepa.pillai@company.in,8055077406,Woman,Kolkata,Eng,2023/03/02,20-01-2020,112374,$16565.35,No,10,Headphones,43,29%
EMP3713,Lakshmi Sharma,lakshmi.sharma@yahoo.com,4322259136,WOMAN,Ahmedabad,Engg.,N/A,2020/09/18,"$159,386",$28827.33,TRUE,4,Laptop,373,18%
EMP8292,Vikram Malhotra,vikram.malhotra@outlook.com,9303646871,M,Bangalore,Oprns,19-Aug-20,2023/08/23,,(11974.12),unknown,3.2,Mobile,276,16%
EMP8800,Deepa Chopra,deepa.chopra@company.in,N/A,Man,Ahmedabad,Human Resources,29 May 2021,29.01.2021,165473,₹34663.1,No,10,Mobile,152,11%
EMP5395,Arjun Verma,arjun.verma@gmail.com,0000000000,female,Hyderabad,Engineering,02-May-22,21-Oct-23,124549,30762.24,INACTIVE,2,Monitor,211,4%
,RAJESH GUPTA,rajesh.gupta@yahoo.com,5421689421,MALE,Jaipur,Finence,2021-11-22,01.10.2020, 153497 ,9827.09,NaN,2,Tablet,12,10%
EMP3647,"Shah, Meera",shah.meera@outlook.com,78718 88223,WOMAN,Jaipur,HR,05-03-2022,06 Jun 2020,N/A,,Inactive,3,Camera,352,17%
EMP7472,Divya Gupta,divya.gupta@company.in,(315) 520-6506,MALE,Pune,Sales,2021-03-23,11-May-23,51689,39667.36,No,5,Speaker,498,8%
EMP3293,Lakshmi Reddy,lakshmi.reddy@hotmail.com,1108099693,WOMAN,Delhi,hr,"April 02, 2021",10/23/2022,"$156,640",12324.6,?,5,Tablet,486,55%
EMP5843,ROHIT SHAH,rohit.shah@yahoo.com,9551127474,M,Lucknow,Marketing,"January 14, 2022",2023/06/23,159343,none,n,1,Laptop,126,35%
EMP3439,Rahul Chopra,rahul.chopra@gmail.com,18327 00046,Man,Hyderabad,Sales,13-Apr-20,27-Sep-23,"$91,143",37576.62 USD,T,1,Smartwatch,162,45%
,VIKRAM PANDEY,vikram.pandey@@hotmail.com,(351) 305-2312,female,Jaipur,operations,14-Aug-22,30 Mar 2022,76872,44422.09 USD,Active,na,Headphones,250,28%
EMP2410,pooja chopra,pooja.chopra@yahoo.com,78519 61064,F,Kolkata,H R,01-10-2022,"September 10, 2021",146491/-,(39665.37),active,Excellent,Smartwatch,252,41%
EMP7524,divya rao,divya.rao@outlook.com,(494) 116-3187,Female,Mumbai,sales,2020-03-18,04/10/2024, 186302 ,37048.14,inactive,2,Camera,,21%
,Siddharth Mishra,siddharth.mishra@yahoo.com,+915770272785,Female,Chennai,finance,11-02-2023,04.11.2023,"$117,692",7890.59,YES,2,Speaker,60,48%
EMP4955,suresh pillai,,72361 08092,M,N/A,Human Resources,14-Oct-21,"April 12, 2022",199459,,no,3,Tablet,221,0%
EMP3487,Ananya Reddy,ananya.reddy@gmail.com,N/A,woman,Hyderabad,S@les,12.08.2020,05-01-2023,105109,41940.0,YES,5,Monitor,269,53%
EMP4206,Deepa Mishra,deepa.mishra@gmail.com,+91-50312-19804,O,Delhi,marketing,15 Jan 2021,12/07/2020,49188,28844.15,INACTIVE,5,Speaker,121,
EMP2625,SURESH PANDEY,suresh.pandey@yahoo.com,41232 81206,FEMALE,N/A,operations,10-Dec-23,"April 23, 2021",-,₹40293.33,1,3,Mobile,-1,52%
EMP3591,Ananya Das,ananya.das@hotmail.com,(755) 855-6659,woman,Chennai,hr,N/A,05-08-2021,"$104,125",₹49227.52,T,Average,Tablet,236,8%
EMP8772,Vikram Kumar,vikram.kumar@company.in,+91-00543-64597,F,Hyderabad,Marketting,08/25/2020,17-Jan-24,110451.00 INR,37480.79,true,1,Speaker,193,4%
EMP8588,  Deepa Chopra  ,deepa.chopra@outlook.com,+912768172257,Man,Chennai,Mktg,2022/02/15,07.03.2020,,38888.14,active,1,Tablet,492,30%
EMP5562,  Pooja Shah  ,pooja.shah@gmail.com,1315285,Man,Hyderabad,Marketing,15.12.2023,17-02-2023,"$189,439",none,?,4,Tablet,145,40%
,suresh joshi,suresh.joshioutlook.com,+918679252985,MAN,Jaipur,Mktg,N/A,02 Dec 2021,Rs.83801,30627.74,1,4,Laptop,434,50%
EMP1669,aarav malhotra,aarav.malhotra@yahoo.com,7774867595,MALE,Kolkata,operations,2023/11/07,2022/10/22,108886,26239.99,No,4,Headphones,457,47%
EMP7308,Kiran Mishra,kiran.mishra@gmail,+912020326509,f,Lucknow,MKTG,15-Mar-21,22-Jan-23,98218,,N/A,4,Monitor,343,48%
EMP3996,  Kavya Das  ,kavya.das@gmail.com,7648467357,m,Bangalore,Ops,2020/10/17,07-11-2022,184233/-,,?,2,Camera,194,56%
EMP9248,POOJA MEHTA,pooja.mehta@@outlook.com,+91-83825-67262,woman,Lucknow,engineering,16 Sep 2021,29.07.2023,46011,19893.61,yes,1,Camera,340,25%
EMP5227,Divya Rao,divya.rao@outlook.com,(723) 229-0310,WOMAN,Hyderabad,Fin,"May 04, 2020",03.02.2020,-,$17811.62,y,2,Camera,349,41%
EMP6482,ARJUN PANDEY,arjun.pandey@gmail.com,8644925192,man,Mumbai,H R,10.02.2022,10/04/2023,,,na,4,Tablet,152,6%
EMP2669,Aditya Kumar,aditya.kumar@hotmail.com,1213524787,Man,Delhi,sales,2022-06-18,14 Jan 2020, 149168 ,$25498.63,T,2,Speaker,71,26%
EMP5902,Suresh Das,suresh.dasoutlook.com,9268315893,male,Kolkata,Marketing,07-07-2020,23-Sep-20, 45466 ,26549.65,NO,3.3,Monitor,486,26%
EMP6615,  Meera Sharma  ,meera.sharma@yahoo.com,+91-03396-85270,f,Delhi,Eng,2020/07/06,22 Feb 2021,136736,15917.42,TRUE,3,Monitor,104,50%
EMP6465,NEHA NAIR,neha.nair@hotmail.com,+91-01536-41547,f,Delhi,H R,2021-03-15,12/10/2022,136738%,$16207.35,FALSE,1,Mobile,-1,24%
EMP4072,kiran chopra,kiran.chopra@gmail.com,6373516091,M,Hyderabad,Finance,2023-02-07,2022/09/16,70521,6854.9,no,4,Headphones,494,18%
EMP3387,Pooja Kumar,POOJA.KUMAR@YAHOO,(595) 143-4682,FEMALE,Chennai,Operations,2020/03/01,,- ,45413.28,,Excellent,Mobile,99,21%
EMP7765,  Rajesh Chopra  ,rajesh.chopra@gmail.com,8249793998,male,Bangalore,Oprns,06/19/2020,19 May 2024,"$48,169",1644.51,YES,2,Laptop,141,27%
EMP7122,ARJUN PILLAI,arjun.pillai@company.in,3279862398,woman,Kolkata,S@les,2020/06/22,22.03.2020,98618%,40437.16,y,3,Monitor,198,53%
EMP8723,DEEPA RAO,deepa.rao@yahoo.com,73680 11923,MAN,Mumbai,Sls,28-Jan-23,28 Mar 2021,"$50,390",1079.04,Yes,4,Mobile,122,5%
EMP5198,Rahul Verma,rahul.verma@outlook.com,,man,Hyderabad,Human Resources,2022-06-08,03 Sep 2020,182889,31877.41,y,5,Camera,114,43%
EMP5105,Ananya Sharma,ananya.sharma@company.in,5202389743,Male,Pune,finance,21-11-2021,29 Apr 2024,112167,42959.82,YES,5,Headphones,487,2%
EMP7372,Aditya Mehta,aditya.mehtacompany.in,5169139521,woman,Delhi,Marketing,10-Jan-20,21 Mar 2021,,13272.37,1,6,Headphones,148,18%
EMP7582,Kiran Sharma,kiran.sharmacompany.in,,m,Jaipur,OPERATIONS,"September 16, 2023",19-07-2022,"$107,885",24796.08,n,N/A,Headphones,354,51%
EMP1009,  Divya Mishra  ,divya.mishra@gmail.com,0471372,Woman,Pune,marketing,27.03.2023,2021/10/30,,14308.75,N/A,Excellent,Camera,154,46%
EMP3235,siddharth mishra,siddharth.mishra@@yahoo.com,6752895392,FEMALE,Hyderabad,Oprns,12-03-2022,13 Oct 2021,52291,7461.85,yes,1,Camera,136,44%
EMP9466,  Divya Patel  ,divya.patel@company.in,7420495612,MAN,Hyderabad,Mktg,2024-05-01,09 Jan 2021,177979,11822.26,false,2,Laptop,188,27%
EMP7703,Meera Reddy,meera.reddy@company.in,,woman,Pune,Oprns,05/01/2023,23.05.2021,"$185,609",49188.61,T,4,Mobile,262,35%
EMP8438,Rajesh Rao,,(123) 567-9836,M,Lucknow,Operations,28-Oct-20,03/05/2024,Rs.145808,1915.02,Yes,5,Speaker,204,32%
EMP1136,LAKSHMI MEHTA,lakshmi.mehta@gmail.com,4510463681,female,Jaipur,Marketting,30-12-2023,"December 20, 2022",128127,1409.43,Yes,5,Laptop,450,52%
EMP1055,Aditya Iyer,aditya.iyer@hotmail.com,91141 60091,F,Delhi,OPERATIONS,16-Feb-21,06-Apr-23,"$186,946",940.87,y,1,Speaker,133,2%
EMP3992,Ananya Pillai,ananya.pillai@company.in,5513276179,Female,Delhi,Human Resources,18.11.2023,12/19/2021,"$59,449",(28961.14),unknown,1,Speaker,208,44%
EMP5032,Kavya Joshi,KAVYA.JOSHI@OUTLOOK.COM,1247601080,female,,OPERATIONS,08 Feb 2023,"March 27, 2022",48587% ,$21478.36,true,Average,Tablet,445,21%
EMP4372,ananya mishra,ananya.mishra@company.in,6188081904,F,Pune,Marketing,28.10.2021,2022-03-19,117047,34546.15,active,2,Mobile,469,60%
EMP1924,Arjun Pandey,arjun.pandey@gmail.com,(763) 177-4954,O,Chennai,Operations,05 Mar 2023,12/01/2021,72398.00 INR,₹4262.67,0,7,Smartwatch,78,32%
EMP2865,Sneha Pandey,sneha.pandey@yahoo.com,+914339133252,,Delhi,Enginering,"May 09, 2023","April 23, 2022", 81774 ,25279.57 USD,Inactive,1,Speaker,138,3%
EMP7234,Vikram Verma,vikram.verma@gmail,(039) 952-9701,M,Kolkata,H R,30.10.2021,2024/04/10,32088/-,4209.98,TRUE,1,Camera,246,31%
EMP6150,Divya Das,divya.das@yahoo.com,+912189455906,MALE,Chennai,Finence,2021/05/27,2022-02-09,96820,37157.72,Y,3,Smartwatch,420,19%
EMP7747,Aarav Sharma,aarav.sharma@company.in,(041) 728-2076,female,Delhi,Eng,2020/10/19,2023/02/12,165522/-,(16673.74),Active,3,,20,35%
EMP5646,Pooja Gupta,pooja.gupta@outlook.com,2975001701,MAN,N/A,Enginering,"September 27, 2020",07/15/2021,"$90,638",33393.19,active,2,Mobile,1,4%
EMP2747,Meera Gupta,meera.gupta@yahoo.com,5944064090,FEMALE,Bangalore,finance,24 Mar 2021,2023/10/20,189484,15792.18,INACTIVE,3,Speaker,68,56%
EMP6878,  Ananya Nair  ,ananya.nair@hotmail.com,+915992937842,m,Hyderabad,FINANCE,02.01.2020,2021/02/16,71520,,Active,7,Camera,192,42%
EMP8891,Rohit Gupta,rohit.gupta@yahoo.com,6929298425,female,Kolkata,Engineering,03 Feb 2020,2022-10-29,"$183,731",24055.52,T,1,Tablet,277,57%
EMP2144,  Arjun Nair  ,ARJUN.NAIR@@GMAIL.COM,0000000000,Female,Hyderabad,hr,25-01-2024,07-Jan-24,"$57,520 ",42429.98,F,2,Camera,125,13%
EMP6599,Aarav Das,aarav.dascompany.in,1689363926,OTHER,Delhi,Enginering,10 Oct 2020,2021/09/24,63050,(28459.79),y,1,Tablet,392,26%
EMP3798,  Neha Malhotra  ,neha.malhotra@yahoo.com,+915505705218,f,Chennai,HR,29.09.2021,05 Jan 2023, 45014 ,15774.15,ACTIVE,2,Camera,102,28%
EMP6589,Rohit Sharma,rohit.sharma@hotmail.com,(975) 191-0231,female,na,Eng,04/12/2020,04 Jul 2023,76720,25017.37,ACTIVE,1,Laptop,N/A,56%
EMP9920,Meera Patel,meera.patel@hotmail.com,26145 43079,WOMAN,Hyderabad,S@les,08/15/2023,23.12.2022,62247,4430.34,y,2,Smartwatch,91,57%
EMP4083,Vikram Kumar,vikram.kumar@gmail.com,23683 14727,M,Ahmedabad,MKTG,10-Feb-20,"February 16, 2021","$127,690",889.78,NO,Average,,263,39%
EMP1242,Priya Reddy,priya.reddy@company.in,+91-99289-19827,Man,Bangalore,ENGG,04-Jul-20,2020-01-13,105730,8994.98,1,10,Headphones,45,15%
EMP1842,Deepa Reddy,deepa.reddy@company.in,6261684552,MAN,Mumbai,sales,20.07.2023,01/15/2024,-,30061.93,no,5,Headphones,16,37%
EMP9529,Rohit Rao,rohit.rao@outlook.com,4353344,M,Hyderabad,Finence,11/18/2022,18.12.2021,N/A,,unknown,2,,26,3%
EMP3184,rajesh iyer,rajesh.iyer@hotmail.com,0676251538,FEMALE,Chennai,H.R.,2020-01-05,16-09-2021,186939,$3346.09,Yes,1,Tablet,5,31%
EMP3496,  Rajesh Nair  ,rajesh.nairgmail.com,8352791875,Female,Ahmedabad,MKTG,13-07-2020,12.07.2023,"$68,790",44993.27,active,Bad,Tablet,228,7%
EMP1369,Aditya Mishra,ADITYA.MISHRA@HOTMAIL.COM,23166 00767,?,Mumbai,HumanResources,30-Jul-21,01-07-2021,74301/- ,$22675.46,Inactive,Excellent,Monitor,367,3%
EMP1312,RAJESH PILLAI,rajesh.pillai@yahoo.com,4760220695,MALE,Mumbai,Ops,01/02/2020,08-Jan-21, 173344 ,$48117.96,F,Good,Mobile,442,11%
EMP8661,Kiran Chopra,kiran.chopra@yahoo.com,0000000000,MALE,Kolkata,operations,25.04.2021,20-05-2023,-,11408.54,YES,4,Speaker,151,32%
EMP9148,Rohit Shah,rohit.shah@gmail.com,N/A,WOMAN,Pune,sales,19.07.2022,23-Jun-23,120235,6144.16,yes,3,Camera,24,31%
EMP8541,Aarav Malhotra,aarav.malhotra@outlook.com,+91-45089-17768,female,Delhi,marketing,14-Sep-23,"July 24, 2023","$76,467",19502.53,Yes,2,Headphones,423,27%
EMP5049,neha iyer,neha.iyer@gmail.com,44979 12799,M,Delhi,SALES,19-May-21,10/16/2022,Rs.110688,47586.18,FALSE,1,Camera,405,3%
EMP5065,  Arjun Singh  ,arjun.singh@hotmail.com,9404389836,m,Mumbai,ENGG,07/30/2023,25.01.2020,59598.00 INR,42029.18,FALSE,,,-1,59%
EMP9452,Neha Verma,neha.verma@gmail.com,2478261375,man,Bangalore,Marketing,N/A,03.01.2024,"$61,070",45911.11,F,9,Mobile,N/A,35%
EMP2319,lakshmi iyer,lakshmi.iyer@hotmail.com,+91-60593-29715,woman,Bangalore,ENGG,25 Jan 2022,30 Dec 2023,"$101,803",2029.04,active,2,Monitor,57,53%
EMP2287,"Iyer, Kiran",iyer.kirancompany.in,,FEMALE,Chennai,Operations,03/25/2024,17 May 2023,Rs.77435,$17900.92,No,3,Headphones,35,37%
EMP7541,Aarav Iyer,aarav.iyercompany.in,5372603214,man,Kolkata,S@les,25.08.2021,03-Feb-23,"$150,687",,False,2,Smartwatch,N/A,23%
EMP7790,Neha Pandey,neha.pandey@hotmail.com,6763201632,WOMAN,Bangalore,Salez,30-Sep-20,18.02.2023,141017,36104.06,n,2,Monitor,385,40%
EMP4027,Kiran Pillai,kiran.pillaigmail.com,4471746542,Male,Pune,SALES,2021/06/26,04 Oct 2022,71777,5867.31,Active,4,Mobile,,16%
EMP3747,Neha Nair,neha.nair@hotmail.com,+91-93358-95138,Woman,Ahmedabad,finance,??,28-Mar-24,100315,₹11598.23,false,4.5,Mobile,58,38%
EMP7491,  Rajesh Mehta  ,rajesh.mehta@company.in,N/A,female,Chennai,Operations,29.11.2022,08-03-2024,64099%,(46262.89),False,na,Monitor,429,1%
EMP9341,  Neha Chopra  ,neha.chopra@gmail.com,4471893953,Female,Kolkata,HumanResources,28-03-2024,"December 20, 2020",158469%,,,2.0,Camera,458,54%
EMP5485,Pooja Joshi,pooja.joshi@@yahoo.com,(122) 099-4999,Male,Ahmedabad,Engg.,23-May-23,2022/02/04,153829%,₹8607.43,True,4,Headphones,34,28%
EMP2191,RAHUL SHAH,rahul.shah@yahoo.com,15164 11955,male,Kolkata,Fin,25.04.2023,14.10.2022,40780%,(526.13),YES,1,Monitor,374,9%
EMP3174,lakshmi iyer,N/A,N/A,Man,Mumbai,marketing,18.11.2021,29-Aug-20,101228,(33712.73),Active,1,Tablet,312,25%
EMP9348,Sneha Nair,sneha.nair@company.in,2164175823,f,Chennai,H R,08/24/2022,02 Jun 2023, 65526 ,9999.25,TRUE,2,Monitor,404,46%
EMP4728,Vikram,vikram@yahoo.com,3654145868,MALE,Chennai,Sales,2023-05-06,2021-10-04,"$159,066",₹45025.48,YES,5,Headphones,36,58%
EMP1222,Suresh Pillai,suresh.pillai@@yahoo.com,(184) 025-7870,man,Hyderabad,Mktg,2020-03-26,07-06-2022,58886,$44411.42,No,Good,,23,10%
EMP8481,Siddharth Pillai,siddharth.pillai@hotmail.com,1248255442,man,Pune,finance,15 Jan 2021,"September 29, 2020",83247,10131.11,,2,Camera,390,59%
EMP7979,Pooja Verma,pooja.verma@gmail.com,57327 88147,O,Delhi,operations,2021-05-24,04/07/2020,"$159,588",$21533.22,Inactive,Average,Mobile,9,42%
EMP5385,aarav patel,aarav.patel@yahoo.com,9001851327,Prefer not to say,Pune,Mktg,14-05-2021,N/A,,5577.02,True,1,Speaker,336,58%
EMP4093,Siddharth Mishra,siddharth.mishra@company.in,+91-64488-69461,Woman,Chennai,Ops,2024-03-12,2020/01/14,"$25,413",38800.31,Yes,7,Tablet,102,32%
EMP5043,Lakshmi Shah,lakshmi.shah@company.in,0000000000,Female,Ahmedabad,Marketing,2021-05-18,2020-03-21,190320,9897.59,na,4,Laptop,463,53%
EMP6488,Pooja Pandey,pooja.pandey@outlook.com,1496739,na,Hyderabad,Sales,04/22/2022,04-Nov-23,99264/-,2185.07,Active,2,Mobile,62,38%
EMP3416,arjun sharma,,+91-16480-72791,f,Jaipur,Engg.,12 Feb 2022,26-01-2021,"$120,366",44884.42,INACTIVE,4,Camera,278,48%
EMP2127,rajesh mehta,rajesh.mehta@yahoo.com,2784980841,male,Jaipur,engineering,31 Jul 2021,"February 20, 2021",90829,$42382.13,Yes,3,Smartwatch,227,27%
EMP4248,Lakshmi Iyer,LAKSHMI.IYEROUTLOOK.COM,(206) 969-4215,Female,Kolkata,MKTG,30 Aug 2020,"January 25, 2021",154543.00 INR ,₹21849.78,Yes,7,Speaker,15,16%
EMP8507,"Kumar, Rahul",kumar.rahul@@company.in,+91-45475-74949,MALE,N/A,finance,"January 01, 2024",2024/01/06,104886%,22273.19 USD,INACTIVE,5,Speaker,117,
EMP1011,divya malhotra,divya.malhotra@outlook.com,(425) 859-1779,M,Delhi,Enginering,06/17/2020,08/01/2021,Rs.90711,,?,5,Smartwatch,68,23%
EMP8784,Vikram Das,vikram.das@hotmail.com,78105 39128,FEMALE,Kolkata,Finence,2023-04-01,2022/12/16,"$181,985",,FALSE,Good,Monitor,130,2%
EMP8970,Neha Verma,neha.verma@outlook.com,0545897148,man,Delhi,hr,04 Mar 2020,2023-11-26,Rs.48402,47763.31,?,4,Tablet,348,21%
EMP5079,Rahul Das,rahul.das@hotmail.com,9874869415,Man,Hyderabad,Sales,2023/06/10,2023/10/23,150241,12696.63,,1,Speaker,32,38%
EMP8631,Rohit Shah,rohit.shah@outlook.com,(043) 502-3850,FEMALE,Pune,ENGG,19.03.2024,2024/03/23,,8089.24,True,4,Mobile,450,
